Study_Hours_Per_Week,Attendance_Percentage,Previous_Grades,Family_Income,Dropped_Out
16.9,81.1,50.2,64888.69,0
6.8,81.8,82.5,42887.33,0
16.8,83.8,67.7,50669.59,0
19.8,81.9,65.5,43768.98,0
18.5,88.5,91.5,41774.89,0
20.0,95.3,76.8,113736.02,0
10.1,83.0,91.1,52149.78,0
28.3,96.4,68.9,52255.61,0
26.2,92.2,85.3,68112.31,0
22.0,72.0,71.8,44331.93,0
0.4,44.7,19.3,24548.24,1
11.4,98.2,85.4,59367.49,0
16.9,87.1,89.5,79823.46,0
20.7,100.0,64.1,111256.66,0
17.9,90.1,85.9,41787.76,0
5.2,40.3,37.9,75205.54,1
4.9,38.4,30.8,27672.63,1
10.8,34.7,52.9,31933.37,1
6.4,83.9,81.3,84905.02,0
19.3,87.1,68.8,24391.68,0
1.1,32.0,32.0,39126.91,1
4.3,52.9,49.1,44499.35,1
18.0,73.3,93.3,111287.78,0
0.4,48.8,58.1,34825.57,1
21.1,84.3,89.3,59523.63,0
18.1,78.4,74.9,72911.95,0
4.3,33.8,45.2,22046.93,1
7.8,34.0,47.4,60023.12,1
,45.3,44.4,21040.89,1
16.4,78.7,88.2,87469.74,0
19.3,82.8,90.0,57166.65,0
11.0,91.0,89.1,55930.66,0
9.1,90.4,79.3,67249.15,0
0.2,32.7,31.7,25161.06,1
22.5,90.7,89.8,69889.2,0
3.2,40.9,39.6,63716.65,1
34.1,87.8,80.6,79178.0,0
17.0,91.4,77.2,89220.52,0
3.5,53.8,30.0,50893.15,1
3.3,59.5,49.8,42335.28,1
14.9,82.5,75.3,49706.58,0
17.2,92.4,72.1,97457.77,0
18.5,82.3,72.8,59933.03,0
14.4,83.7,83.3,75617.95,0
19.1,78.5,82.9,58772.11,0
8.3,90.5,76.4,44710.15,0
24.7,94.8,87.1,91631.19,0
22.2,84.4,72.3,55523.65,0
7.5,90.4,72.8,72253.96,0
18.1,88.3,80.5,68738.85,0
25.4,81.3,67.4,78732.15,0
20.9,100.0,78.3,83109.71,0
4.8,45.4,25.8,44494.62,1
9.2,100.0,88.6,52685.23,0
11.3,78.9,72.8,89403.34,0
13.0,94.5,80.8,91991.67,0
19.8,91.2,69.4,63840.86,0
14.6,81.6,53.6,70181.2,0
18.1,77.2,73.0,83418.74,0
7.0,42.1,59.6,31886.32,1
14.6,85.2,68.9,72281.48,0
18.9,80.0,86.6,120707.7,0
0.0,38.0,42.6,37721.54,1
24.1,87.2,87.7,75314.14,0
22.9,97.8,73.0,84598.42,0
16.7,80.1,77.1,60791.64,0
5.3,93.6,73.6,69745.17,0
11.1,77.9,177.75190130967795,32490.9,0
11.2,94.2,96.0,59116.81,0
16.8,84.2,67.1,61912.6,0
16.0,100.0,90.5,50195.92,0
18.3,99.0,84.7,72161.38,0
15.4,98.7,71.3,66510.32,0
19.4,89.9,79.3,76960.35,0
3.8,48.9,37.8,38757.66,1
17.4,100.0,75.8,54957.4,0
1.8,39.9,48.9,54295.12,1
13.8,78.8,80.1,66460.61,0
16.7,90.7,72.2,55835.32,0
2.3,51.8,10.1,45778.08,1
12.0,86.7,72.4,70674.9,0
19.7,97.5,78.5,75864.14,0
23.4,98.2,70.9,88706.07,0
27.8,89.6,86.5,71700.92,0
15.3,85.3,86.0,54542.93,0
3.0,70.2,39.5,48085.75,1
21.3,87.6,79.3,44308.69,0
29.0,95.3,73.2,67933.86,0
14.8,84.0,62.0,54094.59,0
24.3,70.7,71.3,70302.62,0
4.9,47.3,36.7,10000.0,1
19.5,77.8,66.1,59643.39,0
10.9,71.6,70.6,85810.66,0
3.0,56.2,44.3,29161.66,1
16.5,87.5,66.2,58594.87,0
18.7,83.6,84.7,74944.51,0
22.0,90.0,76.8,90095.82,0
,87.6,87.2,88429.46,0
25.9,81.7,84.0,37796.98,0
19.9,91.9,89.4,76347.48,0
14.4,91.5,75.8,45644.15,0
20.4,100.0,79.1,107518.21,0
17.9,95.7,82.6,81790.16,0
9.8,94.1,85.2,43554.26,0
,99.5,85.4,67621.17,0
0.0,45.5,49.6,36457.33,1
4.1,25.0,67.4,53739.03,1
14.6,83.5,100.0,69316.53,0
21.5,95.4,75.5,76794.67,0
23.8,100.0,80.1,44079.02,0
17.2,,82.0,102711.99,0
19.2,90.4,69.8,86807.38,0
20.5,94.5,76.7,92506.53,0
4.3,49.6,53.4,45520.97,1
18.7,93.1,78.1,84828.3,0
23.8,96.3,67.0,58755.56,0
15.7,90.7,64.2,57101.71,0
0.0,31.6,37.8,10291.42,1
23.5,75.0,95.1,63477.09,0
15.2,90.1,70.5,71961.11,0
18.6,94.8,83.8,76990.94,0
14.1,97.4,80.2,53572.21,0
14.4,79.6,85.1,52516.91,0
22.6,92.5,78.3,114168.16,0
21.3,81.4,82.4,46440.67,0
15.0,,70.2,47517.68,0
11.0,79.3,84.5,39023.37,0
17.5,92.9,72.1,59367.79,0
22.2,86.1,74.5,71933.08,0
19.2,91.3,81.0,97920.55,0
12.2,81.2,79.2,78907.53,0
4.5,41.7,61.7,39059.76,1
11.2,79.0,93.9,103026.24,0
11.0,96.0,90.0,34071.09,0
13.5,81.8,65.8,26274.43,0
,93.5,100.0,78111.45,0
17.0,88.4,89.7,89613.44,0
19.8,84.0,86.5,68584.39,0
,99.0,87.7,65666.08,0
17.3,91.1,79.3,75480.89,0
14.6,92.7,98.2,35393.75,0
13.5,84.2,66.9,80091.29,0
12.4,100.0,83.6,27251.03,0
13.3,100.0,80.4,27954.29,0
11.4,78.5,73.1,79130.66,0
17.0,,75.0,47468.12,0
16.6,85.9,83.0,43338.4,0
1.9,37.8,66.3,30162.61,1
18.6,91.4,82.3,61211.39,0
22.3,88.9,100.0,79923.23,0
5.3,55.3,45.3,29744.98,1
3.2,48.9,50.2,27715.02,1
1.6,53.1,55.6,34678.72,1
15.4,80.6,75.1,75229.63,0
15.7,70.8,80.7,23550.26,0
5.0,55.4,47.2,46903.84,1
20.6,100.0,78.0,66019.77,0
16.9,87.1,79.6,38864.67,0
14.9,79.0,83.5,63507.91,0
12.6,71.9,88.4,81190.94,0
19.2,81.0,86.2,72739.4,0
20.1,86.9,66.3,88731.01,0
21.2,82.9,72.8,81717.83,0
9.0,21.5,64.4,35643.05,1
17.0,,81.6,83362.99,0
0.0,58.7,46.5,35783.12,1
5.7,18.5,45.6,40388.23,1
17.5,86.4,74.0,55242.9,0
5.8,66.4,50.6,53724.18,1
9.7,20.2,44.9,35977.77,1
0.3,40.7,38.2,32747.58,1
22.4,96.8,80.2,80158.86,0
19.1,71.0,66.2,45928.08,0
10.8,87.7,74.1,84619.94,0
5.8,47.7,43.1,55768.78,1
,90.3,79.5,42260.67,0
18.5,88.1,96.7,35077.71,0
14.5,96.4,69.1,76012.0,0
12.1,75.6,84.3,85999.05,0
1.6,68.2,39.4,18160.52,1
17.1,96.7,72.5,50742.86,0
10.4,83.8,78.3,45919.37,0
11.5,82.6,79.1,65024.67,0
26.7,98.6,82.9,84068.46,0
4.2,55.2,26.6,17254.66,1
17.3,84.2,84.6,12285.0,0
20.5,93.9,85.7,64473.09,0
11.7,70.8,82.4,109705.38,0
11.8,95.0,72.1,95669.38,0
14.3,84.9,83.9,64169.6,0
7.7,100.0,79.5,41664.27,0
20.8,83.9,100.0,73427.6,0
20.1,88.3,100.0,66599.2,0
19.5,75.8,88.2,57976.78,0
2.2,37.1,38.6,17575.21,1
12.1,100.0,71.6,89072.98,0
11.1,73.5,79.5,58397.65,0
18.7,86.1,71.8,78517.23,0
24.8,89.0,72.2,82226.87,0
26.8,91.5,82.2,58748.19,0
11.9,100.0,97.6,81989.75,0
22.3,88.5,66.4,125154.52,0
5.8,74.6,78.7,101758.31,0
23.8,91.5,75.9,102489.74,0
8.1,79.8,75.3,67303.87,0
3.5,43.0,20.2,52905.45,1
18.8,72.9,80.9,57197.49,0
22.9,86.0,77.6,66725.24,0
23.2,78.4,88.2,71587.32,0
23.9,85.9,83.1,51420.36,0
20.3,95.1,84.1,77583.2,0
4.4,28.1,38.3,49179.23,1
6.8,42.8,40.3,27196.03,1
4.3,38.7,44.2,20504.82,1
2.6,72.4,37.2,23148.14,1
16.7,98.9,86.2,82456.46,0
17.9,91.6,77.1,57447.68,0
5.5,63.4,30.8,37152.04,1
7.8,51.3,50.4,57571.02,1
13.4,86.6,74.9,48642.34,0
14.5,84.5,93.3,86177.84,0
1.2,,50.7,21573.12,1
9.6,89.6,100.0,30515.87,0
22.6,82.6,74.5,98481.78,0
27.8,56.6,96.7,58479.72,0
21.8,91.5,79.3,77412.77,0
12.1,,82.5,82578.34,0
16.9,84.3,80.3,77349.34,0
3.8,40.1,37.9,40258.56,1
16.3,84.7,69.9,71171.34,0
17.8,100.0,86.5,76348.89,0
17.7,76.7,76.0,72534.9,0
16.8,97.1,83.0,104763.62,0
17.1,93.9,83.7,86386.76,0
5.0,31.8,42.2,35588.06,1
2.0,45.0,36.9,54954.07,1
24.6,84.1,66.8,73855.68,0
20.6,86.7,70.8,90344.83,0
4.3,29.7,50.4,53234.1,1
11.9,86.0,81.1,63833.08,0
16.3,88.7,91.1,54007.72,0
3.4,35.4,15.4,34040.52,1
14.0,85.5,85.2,106911.31,0
18.1,87.7,89.3,85756.08,0
17.7,72.8,72.5,71613.35,0
1.7,45.2,29.1,29362.8,1
22.0,86.6,87.8,47631.27,0
18.9,86.5,97.6,37640.78,0
2.4,28.2,39.0,10000.0,1
3.3,,56.4,56037.17,1
14.7,77.7,88.3,68556.33,0
9.3,93.3,76.7,73964.5,0
18.4,100.0,61.2,74402.79,0
10.8,77.9,81.2,34571.21,0
14.4,82.3,91.9,63263.02,0
5.6,54.9,26.8,30710.86,1
11.3,90.7,58.6,101117.04,0
29.6,90.1,90.4,90468.53,0
11.9,89.7,98.1,79201.94,0
21.4,95.7,57.4,53581.97,0
24.5,85.9,88.9,80689.75,0
12.7,95.1,74.4,60093.46,0
17.9,,72.7,66526.13,0
2.4,32.6,47.5,23343.18,1
20.3,82.2,91.7,64250.02,0
3.8,42.9,42.1,32506.67,1
27.0,100.0,88.0,55803.17,0
15.8,100.0,76.0,83860.27,0
8.1,46.0,54.4,26160.13,1
17.9,77.8,79.0,46231.29,0
18.0,68.5,90.3,60084.01,0
20.1,85.5,79.7,56148.72,0
8.7,50.4,59.2,14158.85,1
23.7,86.3,82.0,86315.23,0
15.4,97.5,77.8,40474.44,0
20.6,71.6,70.7,95172.37,0
0.0,50.5,43.0,14788.31,1
15.2,73.4,84.6,80021.26,0
8.1,43.3,38.2,47151.67,1
19.5,94.9,95.3,79020.93,0
27.4,92.2,99.5,72569.51,0
26.9,,87.2,82089.79,0
10.7,96.5,82.2,59448.93,0
0.0,56.0,43.3,27507.71,1
5.2,34.0,47.3,53477.9,1
14.2,100.0,80.7,91792.41,0
14.4,90.0,82.4,45930.49,0
11.0,34.2,57.8,37032.4,1
8.0,100.0,78.3,100404.24,0
25.5,96.6,77.4,69420.09,0
0.0,50.8,30.4,28520.89,1
,83.5,91.8,59639.48,0
16.4,84.7,73.7,96170.99,0
19.4,79.8,86.9,70405.93,0
1.4,63.1,36.7,27108.97,1
3.8,58.8,45.5,51398.85,1
1.1,38.8,46.4,31273.44,1
14.3,87.9,64.3,95809.25,0
23.1,100.0,72.3,53070.9,0
